Accomodation_Type,Any_Relationships_CCS,From_Dummy,Household_ID,Number_Of_Usual_Residents,Ownership_Type,QID
7,,0,h37898941318189859,2,3,q7166069632784823
1,,0,h83874373834217173,2,5,q8271881301723768
-3,,0,h91987310070512283,1,1,q5561219333110118
5,,0,h52340871561779622,2,2,q9837439805484544
-7,,0,h19848444876567442,5,5,q3596198491176668
4,,0,h68802611877407686,4,1,q7313585653546082
4,,0,h25535297867779014,1,1,q1641632426188856
5,,0,h12350595178286608,5,-9,q9519769631741178
-3,,0,h37252355780281938,3,3,q7431560373054773
-7,,0,h90026162120910178,2,-9,q6282211224031348
-9,,0,h27952806793974106,4,1,q9213748331557226
6,,0,h75471548858010363,1,2,q5966581200446377
5,,0,h48173707789413384,2,5,q5062862141582908
7,,0,h27165598457143086,1,3,q9919240565991160
4,,0,h17607334950931238,1,1,q2185653857554715
5,,0,h89793660448918527,5,4,q1909626143988018
3,,0,h97176730208581424,2,-7,q6267611088238727
1,,0,h14557110100147523,1,-9,q4477853892073459
3,,0,h86996928750502804,1,4,q2127346632912430
7,,0,h62470349725720623,4,3,q7867693893245979
4,,0,h17367391236778951,1,5,q7218101624469032
7,,0,h31942419457354613,1,3,q1556936550438429
5,,0,h67640936026131563,1,5,q7430531601010233
7,,0,h84026443887999815,1,-9,q3406075078317150
4,,0,h63424242511855541,2,5,q2044664284126978
7,,0,h57957073472814577,2,5,q6659342378403077
3,,0,h10694560543641270,4,-9,q9792095006411797
-7,,0,h26586348310799854,2,2,q5160151830728296
3,,0,h66904647619940776,3,5,q8128611915217659
3,,0,h95172245246412215,2,5,q5059347660829785
4,,0,h41774726503493472,2,-9,q6963606749960264
-7,,0,h83332827053406611,1,3,q8151226398385129
2,,0,h39958486292453258,2,-9,q1355651549735536
3,,0,h38916451940542663,3,-9,q2360759883948906
3,,0,h54135408026826450,1,4,q7948685633553482
-9,,0,h52343579925793144,1,2,q3571951517512500
5,,0,h66982719749764451,2,3,q2988447580337598
2,,0,h57799316679603235,5,-9,q2559571579086028
-9,,0,h16797955702982051,2,-7,q6883013961394820
5,,0,h29795333385280973,1,2,q2714963284002643
5,,0,h84604384431330147,1,-9,q6474615697994261
7,,0,h55746956240560971,1,-9,q2843260467418224
2,,0,h70805008879332470,2,-9,q6341159373862249
-9,,0,h61099156805882196,1,-9,q4698078028119950
3,,0,h80447685205538258,3,-9,q3860580319748013
-3,,0,h45345538196432730,2,4,q6455362138914129
5,,0,h82878844268572250,2,4,q2014026258105221
2,,0,h70443614078769453,2,-9,q4493678340604535
2,,0,h31989162670497363,1,5,q7640578578240964
-9,,0,h76030464608259386,2,4,q9790085740013981
3,,0,h67994394590058116,2,5,q3338859537902762
-3,,0,h18532295621815795,4,1,q8630230611088632
7,,0,h35533227798309378,1,5,q2455324741145875
7,,0,h55072840919941729,3,2,q6872258062222395
-3,,0,h10658501169488132,2,2,q1313151686651436
6,,0,h12753203617996201,1,3,q4073222026456794
-9,,0,h94801845324356095,5,-7,q8718461709281177
5,,0,h25759662362776561,4,1,q7883563347599229
-9,,0,h60465319517049216,2,3,q6101196244450613
4,,0,h55279592532993919,2,1,q2987301417628583
3,,0,h33889904138808459,1,-7,q1331549778670610
3,,0,h85388602075663089,2,3,q6976319556748715
-9,,0,h53561978058114840,2,-7,q6340219619494606
1,,0,h64674732619378403,1,4,q2904211980569021
3,,0,h11961961142948388,2,-7,q7116509148434971
7,,0,h77438788313226806,3,1,q5837924571650309
3,,0,h29159124471023530,3,1,q5062069422988693
5,,0,h86624207095699864,1,1,q4580126339016213
7,,0,h28967814914356424,1,-7,q1287646928113902
-3,,0,h10505566633361707,3,-9,q4226099837564409
4,,0,h39670519121253460,2,-7,q1502434194489949
7,,0,h18420086827634670,2,-7,q9162870318724023
-7,,0,h12582565813797212,5,5,q3702878616843751
-3,,0,h47084487295601383,1,1,q3469438857154307
3,,0,h53397482712914005,1,3,q2240506650825144
-3,,0,h90743675137470499,4,1,q9851315355168452
3,,0,h97686701731749440,5,-7,q2010843591796224
-7,,0,h51027023588393535,1,1,q3481747811327129
3,,0,h51225791626084499,1,1,q6955137209592937
3,,0,h30229878849359281,1,2,q4875644317283498
7,,0,h37563395698803211,2,4,q4970585098763906
5,,0,h34084338504257102,5,1,q6936190599055827
3,,0,h71549870378047224,2,4,q5958270551829831
1,,0,h93129615100861566,1,5,q1749831153291258
1,,0,h52945223302337483,2,1,q7423409044997709
6,,0,h37269264364614779,4,5,q4197199779779484
6,,0,h46234038221507054,5,4,q6799183282153180
-3,,0,h62048688733623727,2,3,q9755119435800001
-9,,0,h12144270859357349,1,2,q2443323415483946
-9,,0,h21231496098820906,2,-7,q1196380729360317
6,,0,h29881384424977712,3,3,q3747984161325640
5,,0,h93926751482919735,4,2,q7881871693475558
6,,0,h17214058287627174,2,-9,q7815908537922952
-7,,0,h13218492584727591,2,2,q4014144779114657
6,,0,h54720271699234225,5,1,q7400161454093045
2,,0,h40931390859209188,1,-7,q1576971804808399
-3,,0,h60758042813682210,3,3,q7903868015061351
-9,,0,h75084820126587769,2,5,q9017017078796121
6,,0,h92420052502151883,2,4,q2929132473794044
2,,0,h19986058321821552,2,5,q2794948484719073
-9,,0,h68659513683715394,5,4,q2803697034901047
2,,0,h20421768043473793,2,1,q8434617139389808
4,,0,h64395267390922925,2,-7,q9616779147360287
3,,0,h20134101922301522,4,-9,q9867074580242425
3,,0,h10902993032389217,2,2,q2952468280271419
5,,0,h35250422793807686,4,1,q5741694450836290
5,,0,h20712477726217201,2,2,q7179818951811204
6,,0,h21240830998084894,2,1,q8740670110402195
-7,,0,h22270141801797925,1,5,q4097570155119691
-3,,0,h92027038503762806,1,2,q5474605526604836
6,,0,h10575375208107079,2,5,q8588493791983866
-3,,0,h60131950538705485,2,-7,q4154056095230109
2,,0,h59436804127644715,2,-7,q2435092146787705
5,,0,h37304910865512442,3,-7,q8387782633818812
4,,0,h16003503687056532,3,2,q7340818160712801
-7,,0,h62605417803682116,2,2,q2734568369238276
4,,0,h30907080341847496,2,5,q8311885153801678
5,,0,h81651960558212647,1,5,q2873240643922291
7,,0,h94449602547215230,3,5,q5617200711699230
-3,,0,h17940027034739238,2,2,q2662827243722666
2,,0,h89623620823855470,2,-7,q3136919304340174
-7,,0,h64700621429246502,1,5,q1680452741114184
1,,0,h11231837743142437,1,2,q2587759711337699
-3,,0,h52297488702041130,2,1,q4779388629428506
6,,0,h38376093480182950,3,2,q8817875307312810
-9,,0,h27584866822015223,1,-9,q4284245532547209
5,,0,h59014533854023454,2,1,q3627800368479282
1,,0,h58797164542522652,3,5,q4405769424288522
-7,,0,h36624844840348114,1,5,q1529575407539364
-7,,0,h13813808906760874,2,-9,q4687111777373968
2,,0,h71673954693134184,1,-7,q7835042838086006
-3,,0,h74097860420537085,3,-9,q5978524710673437
-7,,0,h29310454330721859,5,1,q3757083113073183
6,,0,h88314063676900850,1,2,q2374568528701279
5,,0,h27125856870568178,1,4,q7421157835187740
-7,,0,h83487353531195475,2,5,q4855072331002596
2,,0,h28043405133583906,2,-7,q7107583270264118
-7,,0,h76725472848589686,2,5,q2329433558018037
5,,0,h59595344389454467,4,4,q9554558907794430
7,,0,h34066868189143528,2,3,q5691144786368034
5,,0,h42522485964232312,2,-9,q3815155673213027
-7,,0,h60061512338665619,2,1,q1683970520335212
5,,0,h76064246300687775,2,1,q3742554361486108
6,,0,h92649361655910725,2,3,q6200273948434800
7,,0,h51991047604649986,2,4,q4906012458076661
1,,0,h45968205549459657,4,3,q6258421715473967
5,,0,h18569054807835929,4,-9,q9921214764271016
-7,,0,h48315427901872188,1,1,q7302422947206946
-3,,0,h83025859586111361,2,4,q8421338733173423
6,,0,h33438084682208016,2,3,q2887009025946281
-3,,0,h54703717310030271,2,4,q4726444973407650
-3,,0,h69509890725744762,3,-7,q8109761694132337
-9,,0,h63041630744554507,2,-9,q2647430581462611
4,,0,h39560318378879032,2,5,q5483641569370598
5,,0,h44667298405655647,2,4,q1905005510201995
2,,0,h36067798552064269,1,5,q9356734658971592
-9,,0,h91338971822830496,2,4,q8470047791879028
4,,0,h43783133078516875,3,4,q2306564560092466
6,,0,h52431316799079133,2,4,q5432332547142096
6,,0,h18936554294267001,2,2,q6218380924223309
5,,0,h63904435355803857,1,2,q3819167174308301
1,,0,h79190824401031944,2,4,q7699745197586108
5,,0,h47196241894939648,2,-7,q3979046944226577
7,,0,h83849737394356119,2,5,q7546702759251334
-3,,0,h39490043931221124,2,3,q9669473369818040
1,,0,h67455704718913363,1,2,q7190031001207116
7,,0,h14906381945309279,2,4,q4936522348498286
-7,,0,h23307182727668044,2,1,q8349859392327599
5,,0,h72235074444541719,2,1,q3071747759255194
7,,0,h14322930031911580,4,1,q6258982707742343
3,,0,h12129561690918200,2,1,q4901835049131323
-3,,0,h47290410362385900,3,1,q9465110014087550
6,,0,h82673404392694277,2,-9,q5727781249241364
-9,,0,h77607560680459070,2,3,q1146388444157883
-3,,0,h21768399852799068,2,-9,q5688232875894472
2,,0,h93155068178797123,2,-7,q9308088122195818
1,,0,h48714591712589920,2,4,q6162081046219481
-3,,0,h99255531691120037,4,3,q6276628598350871
2,,0,h38787040741083312,1,1,q7944737604335351
-3,,0,h42358625177271418,1,-7,q1486623635828555
2,,0,h58763088328994285,4,3,q9223836219728806
-9,,0,h77097545559311949,5,3,q6473470724397211
2,,0,h20263611286355696,2,3,q2287534707848435
-3,,0,h11199215796877978,2,4,q2516119959401725
7,,0,h22042476097559560,2,-7,q2855111618181111
4,,0,h94941279256729059,1,1,q3855861953393695
4,,0,h68190864036788461,2,2,q7656113340223168
7,,0,h48994174513881846,2,1,q8655853567582501
4,,0,h18941424864806042,3,-9,q3890374607858782
5,,0,h40211183054294907,1,2,q1191813285551027
6,,0,h49783436182803953,1,5,q1502418617524919
4,,0,h17829156819144655,1,2,q6572369166040164
-7,,0,h28925411082916013,2,2,q4782851362429558
1,,0,h14666313412318757,2,5,q7869678392990818
7,,0,h63195983341483483,2,-9,q8807133664390634
2,,0,h11873223092909053,1,2,q1779904897840646
-3,,0,h68331680275738038,3,5,q6384692938294379
-9,,0,h59545320405805784,1,3,q9979637838769144
7,,0,h43461958648358700,3,-9,q6222605522683863
-7,,0,h32604204232534729,1,-7,q1036408256054460
3,,0,h41908800456108267,3,-7,q1324395573479542
-9,,0,h59065000859840772,4,3,q4694654980193330
1,,0,h26917938028787766,4,1,q4346590337625259
6,,0,h51462625025637458,4,-7,q3523575718202630
-3,,0,h12897626689439217,2,1,q3690110112155903
3,,0,h18114389291940190,3,-7,q6390010537125045
1,,0,h85966771874369390,2,4,q3742116725969061
3,,0,h39756050686846580,4,1,q3762339346279766
-3,,0,h48235879237666207,2,-7,q7102262175931063
1,,0,h41884477635279080,1,-9,q7093393560137938
4,,0,h78868571446386508,2,-9,q1107343999331988
2,,0,h89292074318080902,1,3,q6764963626070675
6,,0,h23960932780519884,3,-7,q9039402468347387
4,,0,h58318631354442739,2,3,q8836274886932052
-7,,0,h98235124292039700,1,1,q3046536504127994
2,,0,h10452909192094067,2,4,q1588381842411792
-3,,0,h32149181491183041,5,1,q6224186175468506
3,,0,h84839888318684273,2,-7,q6919953308534082
3,,0,h33555673645034317,1,3,q4303877998466327
2,,0,h58197290375533653,1,-7,q8330198183594411
5,,0,h99371035822133021,4,2,q5043776029424614
6,,0,h28776328990073935,2,-9,q9154843161652539
7,,0,h69829273298217331,2,5,q8780784846380845
5,,0,h59988907835713955,1,-9,q9012512847789696
4,,0,h30553446790466310,1,5,q4240757616101685
6,,0,h15755068614711414,2,-9,q7005329191840278
1,,0,h57558692557352163,1,1,q6333451122445167
6,,0,h75550738608731232,2,3,q9201941033779653
5,,0,h63827537487719154,2,1,q3960549508080272
1,,0,h77733753093695986,1,-7,q9225883464777907
-9,,0,h63280816593565521,2,4,q1661675041252919
6,,0,h52056516353819473,2,4,q7267878387825970
-7,,0,h34593456516832359,2,2,q7208911094388695
2,,0,h31310657723937993,5,1,q1808841200420286
-3,,0,h34611848113725554,2,1,q6020003588143392
-7,,0,h66954102640922014,2,2,q8517375374336594
3,,0,h77556133051791318,5,2,q5473807932897958
4,,0,h13894682065637458,5,3,q8469248700064485
-9,,0,h25946842224947164,4,1,q8558439162328907
-9,,0,h91452478321593145,1,3,q2612827899999891
2,,0,h52020042832129718,1,3,q5257409135860519
-9,,0,h48930847078394285,1,4,q8037428138977769
7,,0,h63038409029079753,2,-7,q8077543440847533
6,,0,h18187430060065618,2,2,q6462853762007467
5,,0,h56392488851160191,4,-7,q6608151683833885
2,,0,h44162113593780105,4,2,q8058480019491082
7,,0,h71539082574927708,1,1,q6982567359660794
7,,0,h23321533692615670,2,5,q1085319531499468
-3,,0,h11170501741321124,2,4,q2297064090904275
-9,,0,h96870737029770444,2,-7,q9708905133321818
6,,0,h46748473970578813,1,3,q1825716930558427
5,,0,h60314106363444828,1,1,q7454965550934422
7,,0,h36423096427830681,4,5,q9145324057670058
2,,0,h82818080991446581,2,-7,q4687207008385538
5,,0,h80831643623604049,1,2,q5269214894666340
-7,,0,h76566208939801451,2,1,q9977433151782031
-3,,0,h29738017298040343,2,-9,q1202431306058357
-3,,0,h54959279274162575,3,4,q1399659413893399
7,,0,h84595452164596138,2,1,q1121087990694686
3,,0,h76322345778845244,2,3,q5323610117419204
5,,0,h33422286878229554,1,-9,q1326963956422865
-3,,0,h27021350024135930,1,3,q1390832625175972
5,,0,h12186784670802202,1,3,q8729209063394009
7,,0,h13374753143539485,2,1,q6430065052107970
7,,0,h28374820394082168,2,3,q3533232402537525
-3,,0,h33817181861754422,2,2,q8704524045525232
6,,0,h65320261342125022,1,4,q5308942500207088
-3,,0,h93431552250041741,4,2,q1847589888803641
5,,0,h74108846921248254,2,5,q1618300425429080
2,,0,h18771923105616798,1,5,q1198394730158956
6,,0,h26389179384665300,4,5,q5698965657649849
3,,0,h31151896489235335,2,-9,q1058112750600916
2,,0,h82667666681021725,2,-9,q2048995992861970
6,,0,h49391424654362255,3,5,q5558680329025875
2,,0,h77166905250311982,1,2,q4406620416035269
6,,0,h71264435604559886,2,1,q5377590185657980
2,,0,h27900564987109157,2,5,q9484481534557699
-7,,0,h38112221306970701,1,-7,q9948058383598382
7,,0,h14322487862871759,2,4,q7978945879587120
-7,,0,h16933700253296792,2,5,q2723355704125585
1,,0,h57578809674376531,4,2,q9024562395518901
7,,0,h54756987346181726,2,3,q1863800783793557
-3,,0,h16214838463851062,4,-9,q3601899608798994
3,,0,h87181915197069955,4,-7,q9768687559956041
6,,0,h75004627243666943,2,5,q1843349588553032
-3,,0,h20039871829499775,2,-9,q5514071500219938
-9,,0,h84898169118210824,2,4,q9488180831478465
-3,,0,h22218277687081065,1,-7,q2636998471366708
7,,0,h10857359714659939,2,2,q9881890926491959
5,,0,h85020176701669554,2,-7,q3854432075949911
3,,0,h15571895939916919,1,1,q5707468081292273
-9,,0,h66621658660074332,2,2,q5980749894956028
-3,,0,h91930501636563671,1,-9,q8301336890618746
-7,,0,h75781781058842620,3,-7,q9556683628853694
5,,0,h11220934061426030,2,5,q4167903066899904
-3,,0,h85932486127851856,2,3,q7237015299176280
1,,0,h50676706148328356,2,-9,q4381050549112739
6,,0,h18012184740537054,2,-9,q5816027737025614
7,,0,h43151460422572160,2,-7,q9053058473315098
2,,0,h95095327068760002,2,-9,q1755749704387723
5,,0,h71904284624626499,2,3,q5587479140281181
6,,0,h16149498507455009,2,5,q4857217947851529
-9,,0,h83371798744927740,1,2,q7722193915177093
4,,0,h87206113134233335,2,2,q5385026287731508
2,,0,h54449494244661296,2,5,q7742693449277231
6,,0,h46962306200678226,2,2,q5295002121002068
4,,0,h23979659101785077,2,1,q3301406563633603
2,,0,h31794902143022763,2,5,q9375148489850090
7,,0,h50166937103504161,1,5,q8278340979006437
4,,0,h85137477673238930,5,4,q8527282222638731
-9,,0,h36395883220918010,2,-7,q8673207143541182
6,,0,h60096306187911072,5,1,q3114663072467500
6,,0,h65416185015088600,1,-9,q3128297936190185
-7,,0,h26936696425332143,2,-7,q9713095416999889
2,,0,h91839221473175336,3,2,q5078011296500862
4,,0,h38116496570179610,2,1,q9698120207434336
-7,,0,h54700539951177463,3,2,q4718819457673473
1,,0,h68443879992753929,2,1,q2243392549926445
4,,0,h97689115496219607,2,3,q3152752543488297
2,,0,h86959932538559308,2,1,q4402266199424884
4,,0,h42894738657261446,1,5,q1897437930238959
-9,,0,h53510980336820099,5,-7,q5842557053238016
-9,,0,h64799143299377249,2,4,q3022723741625248
-3,,0,h97009841241964601,5,-7,q2782911562875968
3,,0,h92573669680243828,2,5,q2677046093294976
-3,,0,h84095912768657034,4,-7,q5615596260255717
5,,0,h59782039694061876,1,5,q2440204924619903
-9,,0,h93461239573655920,1,-7,q1738765206632202
-7,,0,h49477335237874170,1,-7,q1906417772270146
-7,,0,h34464769932096791,1,2,q6992654385786759
6,,0,h74722842113870626,1,-9,q9428090984966670
7,,0,h16276614514873201,1,-9,q2822719116008149
6,,0,h18847967856229342,3,4,q1789353250301071
-7,,0,h80525897007507004,2,-7,q1115730846881441
1,,0,h46352852966099505,2,-7,q1617863980703727
-3,,0,h48386013454941068,2,2,q8954588971000533
5,,0,h49762916509576377,3,-7,q2083197269071135
-7,,0,h10075707069660817,2,3,q1742035079064224
-7,,0,h43382314256771924,4,-9,q9730522167352996
6,,0,h45386910244147949,4,1,q7420965594175882
1,,0,h14446932697784137,2,3,q4401994048073124
5,,0,h71958910103420807,2,2,q1624290675802289
-3,,0,h38062211038808157,3,2,q9210129506665241
4,,0,h88599148027266468,1,1,q8988829758520829
7,,0,h11209314362515819,3,4,q1227539594925820
-7,,0,h71518670728796509,5,5,q5619667740793036
6,,0,h72757317838719919,2,-7,q9531143314578248
7,,0,h68849065815838513,5,2,q4409457502258063
5,,0,h81097024831659629,4,1,q1035681699255367
5,,0,h16976057683181301,3,3,q3498178676477685
-9,,0,h75379388195393878,5,2,q8358391577498453
-7,,0,h86993199630367425,2,1,q9363165512280127
1,,0,h32081995126098659,5,-9,q5708811487523630
-9,,0,h39004020775036308,2,-7,q2201701559762663
-7,,0,h37455896675744128,2,4,q5828064263267730
6,,0,h59571443548107011,2,4,q5959967329716803
5,,0,h43001533166043133,2,1,q6665959881681589
4,,0,h67240781151013992,2,-7,q1430962248215776
7,,0,h21555667125060641,2,3,q9935922612685617
-7,,0,h98176498011567794,2,4,q1332133292495136
6,,0,h98851985369033876,3,1,q1218694917889560
1,,0,h17300382491166779,2,5,q8759203037628720
6,,0,h68762894880088101,2,3,q2087770935460465
-3,,0,h75579979747401169,1,-7,q5502003909765387
4,,0,h35965443809209120,2,5,q8846879412917255
4,,0,h15187837644228455,1,4,q4569792427460581
-3,,0,h26011559642596700,2,3,q6847769326599006
-7,,0,h13145426081110121,5,1,q7352300256326714
4,,0,h39286460030042026,1,4,q8694013505592168
2,,0,h14569926366885679,2,5,q4355724556304402
6,,0,h28231735145269231,3,-9,q7566537011665279
-3,,0,h41909046566155286,2,4,q9465674785461042
-3,,0,h16702400143800146,1,-9,q6287925027305873
-9,,0,h68926433806367946,1,3,q7659637503586773
6,,0,h72678468113421543,2,3,q6713652142221627
2,,0,h91257334094079654,2,4,q2273553542106653
3,,0,h98574490772698627,2,-9,q8499507728110706
1,,0,h30074462013999972,2,4,q2084089088748488
7,,0,h83486554276326996,1,1,q1779728844774929
-9,,0,h44332148851291854,1,3,q3318154141190865
-9,,0,h92536133730567366,1,2,q2013607539884510
-3,,0,h48309401780614078,2,3,q9302684076449747
3,,0,h31360176039636081,1,3,q9479066689041376
1,,0,h97676242027949144,1,5,q3121854524682341
-3,,0,h80815766041359975,2,-9,q7449102854652171
-9,,0,h63388738393790266,2,4,q5388281090804977
4,,0,h35387653696058483,3,1,q8362022853551103
7,,0,h69111227372179208,4,-9,q6528713648353581
4,,0,h34734065210398617,1,-7,q9950945985385570
-3,,0,h63646494174642560,5,-7,q9775672832561947
-7,,0,h62983464136132177,3,1,q3268977927056768
-7,,0,h60766621757189748,2,4,q2158013965640822
4,,0,h41302767749215158,2,-7,q5272329634958371
2,,0,h34748581731779990,2,2,q5063684667655320
-9,,0,h13973044629144563,2,5,q2950842334189684
6,,0,h23827435954488527,3,5,q2948815027786108
4,,0,h55772408115108713,1,-9,q8015550392996764
2,,0,h64080451771662628,1,1,q2694162502582245
-9,,0,h16714812809093660,3,1,q6390918305798770
7,,0,h71038539987638235,2,5,q5919698594414061
7,,0,h92514117301227392,3,1,q7603136790908862
-7,,0,h10977756113951062,2,5,q9719843739005384
5,,0,h84303015875443617,2,-7,q4182168960274022
7,,0,h51192160317358303,1,1,q6092006587280366
7,,0,h71843659502275798,3,-7,q3199208124955268
1,,0,h14979534071307509,5,1,q2189010523954697
5,,0,h27473926339213898,3,-9,q7183470697748822
-9,,0,h23090874668003807,1,-7,q2135527392568296
-3,,0,h58349885744631744,1,1,q3008835988065920
5,,0,h72168290504060226,2,3,q1008694599830147
1,,0,h25451427008392854,2,1,q2049120147985048
2,,0,h10850660603819880,1,3,q3262613572743810
5,,0,h54183765289687653,2,2,q9152220053807711
1,,0,h84700489628383135,2,1,q4297054901955931
7,,0,h65500535287152191,5,-9,q6730785452678803
6,,0,h56703414414640261,2,-7,q6361022807314124
4,,0,h59729068523664478,2,-7,q3473674160013019
5,,0,h21936135109211988,1,2,q6319284840186430
2,,0,h15701397978286451,5,-7,q4730372940600756
-3,,0,h91837008880287801,1,2,q8084757150691075
2,,0,h81651729490370992,4,3,q4932494332595064
-3,,0,h89980449757064997,1,2,q4453454444716166
6,,0,h13223420310590482,2,3,q3509866448884478
5,,0,h74026980665733685,1,-9,q7805235382968606
2,,0,h31454336469207438,2,3,q3155576967471855
1,,0,h71322896101128909,2,1,q3535881779020242
-3,,0,h33749609865241356,1,1,q9187131426923300
5,,0,h25545116456959214,2,2,q4151583579799342
1,,0,h12993670810739758,3,-9,q2878929883543810
-9,,0,h74169398215485864,3,-9,q3727102569529444
3,,0,h19059885399187580,4,2,q1028415382842134
-3,,0,h79232672601461829,2,-7,q9797066076862621
5,,0,h21475042071991971,1,1,q5506357862171660
-3,,0,h46640060134228722,4,5,q3147517252686481
-9,,0,h64457950339668724,1,4,q5452906226659738
3,,0,h23769818319175913,2,5,q7297474219952146
-7,,0,h51322956843413438,2,-9,q9041504157326935
-7,,0,h45384394073351495,3,1,q9564836484919507
5,,0,h46167230020843415,2,-9,q7309294265978764
-7,,0,h42371105541522593,3,5,q6668869274798460
7,,0,h23107669987218219,2,1,q5054368075327698
5,,0,h93599562380457236,2,2,q8820073657116099
4,,0,h87930068345928422,1,4,q1469600438762267
-3,,0,h82256439322774650,2,4,q6436567793032229
-3,,0,h85871158233092847,2,1,q9583696973559695
6,,0,h60287908398566608,2,-7,q1186769573975595
5,,0,h88202813695784724,2,5,q2680015109957552
5,,0,h67119002917817081,4,4,q7049997520706601
-3,,0,h17626059385429252,4,3,q8878560862880622
1,,0,h53854909771019045,2,3,q8772646272313295
2,,0,h93823560627278915,3,-9,q6674234214687172
-7,,0,h37743947702515086,1,-7,q5525923842555886
4,,0,h86359513505626847,2,-7,q2513362540969070
6,,0,h55503211365913795,3,2,q3925938864738717
7,,0,h57333428969647222,2,-9,q9859119924970228
6,,0,h59739791855569814,4,-9,q7410981864958364
7,,0,h74925028291583775,1,-9,q6385163681419026
6,,0,h44773615475792622,4,-7,q6561296628008405
-9,,0,h54560643650589144,1,-9,q9762059991482563
4,,0,h32975823715771702,3,-7,q1113910911179607
3,,0,h70982964146614804,2,-7,q4703969544449351
1,,0,h43109379147765153,2,4,q8918509277947152
2,,0,h68771287657529528,3,4,q6564912710906931
3,,0,h88013659742858365,3,3,q9894362008391560
1,,0,h53512501824311959,1,-9,q1993750482857718
-9,,0,h20405778433219918,3,-9,q2933222812393394
-7,,0,h66893597008209592,2,-9,q6169567719246096
3,,0,h94530027381202232,2,5,q1211496198670383
3,,0,h78408203439507656,1,-9,q6054007809928324
-7,,0,h85917329084326893,2,1,q7268899792950499
3,,0,h50164351353780913,2,5,q7960096559124354
2,,0,h18287341269806469,5,-7,q8113201420889536
-3,,0,h56765261991296220,2,-7,q5260342448992640
1,,0,h21516466038589811,3,1,q6099117118451330
5,,0,h25968337556743602,1,5,q3349363853820372
-9,,0,h24921384767368532,2,2,q6733679903633537
-3,,0,h87595561870947323,4,3,q1005632812690899
6,,0,h79844253126561143,1,5,q3811950175132246
7,,0,h50084774174279286,4,-7,q5008257517313370
6,,0,h38546437671777632,4,3,q1363966628723994
3,,0,h13912948377789847,4,3,q2800096848315644
2,,0,h57164831222063245,2,3,q5414460739462515
7,,0,h47346413256137012,1,-9,q6746782192449004
3,,0,h95887870831877562,3,5,q7532945673796736
6,,0,h14169989488714636,1,4,q1576451444356905
5,,0,h50998900124087509,1,-7,q6528386332142356
2,,0,h31038465827154086,5,2,q6137961403827347
6,,0,h14826983364484796,1,2,q1728236648808671
-7,,0,h84555537386652271,2,5,q4971273185051209
5,,0,h57547323225311248,2,3,q7803202573363820
7,,0,h20263925459347931,2,3,q2142118717679742
7,,0,h86613631684613709,2,2,q2516318524492412
6,,0,h78660716155825373,2,4,q8925936366653271
5,,0,h32943421667362047,5,2,q2735144985877417
5,,0,h20515534600676863,5,2,q5177088186201439
1,,0,h41529985083835335,1,-9,q3258086794181374
-9,,0,h77482057435724341,2,1,q5602651800147651
-7,,0,h66851922346804958,2,3,q4728206386510399
5,,0,h80839456502011418,2,1,q4729539155591959
1,,0,h69698623713401739,2,-9,q3066440964913360
4,,0,h88404250081008144,4,4,q5235491803272667
-3,,0,h57868577468438198,2,5,q1540194153933539
4,,0,h79520293382868341,2,4,q3532168361445047
-3,,0,h37420968932614501,1,5,q5918470282035067
3,,0,h95262607382880720,2,5,q6535639776198188
-3,,0,h37235136411772991,1,-7,q9546066292616983
7,,0,h97350149381948119,2,4,q8555216493292948
-3,,0,h15585898338382572,3,-7,q3848043708273706
5,,0,h77352678717539092,1,4,q5113320994399688
6,,0,h58732936352800837,2,3,q8751005485075867
6,,0,h66599236886484567,3,-9,q8142916854511891
1,,0,h18907281917149029,2,3,q7643663940315572
-3,,0,h75950228385957234,2,-7,q2077795794539376
-3,,0,h82244536787360973,2,1,q3624200556176947
1,,0,h51622079919836588,4,-9,q3727335511177739
-3,,0,h19288614779953495,2,1,q5775598819897744
5,,0,h96077525372773355,2,-7,q5365900858027780
-7,,0,h23585946109013002,1,3,q5684908628457154
3,,0,h92922736051194771,1,-9,q9650646787049351
6,,0,h96434892204323670,5,-7,q8149096524418344
7,,0,h66365619273515904,2,1,q6438481086771201
-9,,0,h55429360647689435,1,-7,q8958150419016497
1,,0,h33619408672221488,1,-9,q9789591728353803
-7,,0,h90450221192367486,2,3,q2114025702993292
1,,0,h93072594075609227,5,3,q2840534780128302
1,,0,h11304074022744992,1,-7,q3249220341166303
1,,0,h80592215260154939,2,4,q2579331201945654
5,,0,h18695182477693666,1,4,q1342722777704714
5,,0,h12599547024205342,1,5,q4144493485189985
3,,0,h76508993745067096,1,1,q3938594416850991
-7,,0,h71204521083188276,3,-9,q1463154443152242
1,,0,h23746458567977519,4,1,q3109961999141578
4,,0,h31533637315549550,5,5,q2111044000236774
1,,0,h91112319433477237,4,2,q1237694526186003
1,,0,h86015796587794460,1,5,q7859948689763213
-9,,0,h21922903380985744,1,-9,q7530040796654986
5,,0,h24762632435092106,1,2,q5091085685557327
-7,,0,h40546678688692283,5,-7,q9986372419773504
1,,0,h80994953742826355,2,3,q9648809828702263
3,,0,h43775573778575617,2,-7,q5019548398901129
2,,0,h67734290151078613,2,1,q5403427625031240
7,,0,h24056972950379095,5,3,q8280352342267834
1,,0,h46039455226800481,2,4,q7163139191761396
5,,0,h66781516719355724,5,5,q8984244558727980
